timestamp,latitude,longitude,altitude_m,CO2_ppm,PM2.5,NOx_ppb,SO2_ppb,O3_ppb,temperature_C,humidity_%,wind_speed_mps,rainfall_mm,emission_level
2020-06-05 09:22:16,37.76869125680291,-122.42092626074898,109.02,372.7,7.14,11.47,5.7,59.78,27.79,58.63,7.54,2.59,Low
2024-06-12 17:29:21,37.776554784406294,-122.4255908018532,108.99,414.32,39.18,22.51,5.36,35.27,22.24,52.11,2.09,0.73,Medium
2022-06-15 23:07:42,37.777175137726886,-122.42276899585906,110.03,405.24,57.45,23.12,5.4,50.35,28.0,57.66,8.77,1.89,Medium
2024-01-21 06:23:25,37.77539139028974,-122.43482856920008,133.54,427.31,43.59,28.22,8.96,35.93,35.71,47.2,7.29,2.64,Medium
2025-12-09 23:55:00,37.773502209932026,-122.40443317271371,94.24,442.73,30.35,14.61,11.13,76.22,34.41,57.25,5.1,0.04,High
2025-09-08 17:50:47,37.76321825437158,-122.43772058284361,113.55,414.3,26.01,21.24,11.54,44.63,28.27,89.41,2.7,2.83,Medium
2021-03-19 02:53:13,37.769801330950386,-122.43665145289104,105.87,408.9,56.14,17.74,11.87,54.68,18.17,46.97,6.79,1.45,Medium
2023-12-02 23:14:47,37.75755853303105,-122.4087393980187,120.86,417.61,44.47,20.67,12.23,49.1,30.41,75.82,2.11,0.58,Medium
2023-06-26 16:15:22,37.77911647030031,-122.42207347554739,134.2,378.47,36.65,29.3,5.62,55.61,26.3,74.2,4.17,1.77,Low
2020-08-13 01:29:29,37.79121354055535,-122.41911761413044,93.15,405.56,29.25,29.25,6.74,56.08,23.44,73.08,3.01,2.82,Medium
2025-01-13 20:57:45,37.76364862451992,-122.4155878693629,98.52,414.92,47.53,24.3,10.14,52.6,21.75,39.86,7.14,1.11,Medium
2023-08-01 04:21:05,37.77150963889336,-122.40386143560308,137.7,424.5,39.27,17.16,12.26,45.68,32.72,59.0,6.83,0.28,Medium
2022-01-22 05:47:26,37.794855704481336,-122.42633443002296,132.37,364.22,39.42,22.53,7.71,39.96,20.6,36.23,3.92,2.35,Low
2022-12-16 20:34:21,37.75547525784289,-122.40882586454254,123.66,409.67,48.09,36.1,11.07,47.49,29.62,89.49,7.69,1.33,Medium
2021-11-25 19:47:18,37.78963643151766,-122.42423489366497,106.0,426.13,53.2,30.81,0.45,31.42,27.88,82.36,4.88,2.82,Medium
2025-11-11 17:26:54,37.78944565685187,-122.43499746863195,144.75,387.02,36.84,21.42,8.16,45.95,32.96,79.56,4.43,0.61,Medium
2025-06-18 14:16:28,37.79284977580599,-122.4369758036914,127.98,381.29,11.08,3.6,9.77,47.67,30.78,87.44,8.88,1.75,Medium
2020-06-02 03:53:25,37.784522588930386,-122.43560366234931,121.59,390.5,37.13,21.31,7.68,31.12,31.81,67.82,5.26,2.93,Medium
2022-05-23 23:08:34,37.76292211911381,-122.43075091963489,128.38,415.91,54.51,31.26,6.94,36.36,26.71,56.78,6.86,2.68,Medium
2024-03-14 10:33:49,37.77154872235381,-122.43267527486402,113.25,397.21,25.75,22.67,8.06,50.43,22.39,36.13,8.35,1.1,Medium
2023-04-05 21:03:30,37.7859721332856,-122.43634080178002,149.07,369.55,29.13,17.77,9.6,53.5,30.34,43.58,5.05,2.34,Low
2025-08-03 11:47:59,37.77441337274176,-122.43610910702891,112.17,422.88,28.41,19.07,6.09,62.39,29.49,71.7,7.88,2.59,Medium
2024-01-09 07:19:25,37.76270666068875,-122.41982429850373,131.91,391.97,-4.9,8.25,6.73,55.36,35.2,57.37,3.62,1.36,Medium
2020-08-13 12:16:48,37.761919665095256,-122.41669090728276,120.55,455.47,33.09,22.36,3.45,59.77,20.82,66.4,2.26,0.84,High
2023-03-13 21:33:15,37.76632830270644,-122.40231504872541,147.89,370.81,21.74,21.76,11.65,39.87,25.35,39.79,5.79,2.54,Low
2024-04-25 08:30:20,37.78986287093221,-122.42941324189039,98.43,413.37,49.75,14.9,9.38,24.13,19.88,61.74,9.25,0.12,Medium
2025-08-08 14:58:12,37.773622762169374,-122.4207480234824,133.24,385.38,34.46,10.29,13.82,30.99,37.99,77.32,4.28,2.48,Medium
2024-11-21 20:47:54,37.780764017757946,-122.43033035262371,126.9,438.36,32.87,22.44,5.27,52.23,36.57,89.8,8.06,2.26,High
2020-12-01 12:13:56,37.779232780000314,-122.42815800999333,92.14,388.66,49.65,16.1,12.29,38.85,20.51,77.5,2.75,2.03,Medium
2024-08-23 23:05:21,37.75754660755338,-122.43863378057794,137.88,438.35,36.65,14.38,4.39,50.05,23.31,68.63,6.95,0.95,High
2021-06-23 04:50:51,37.784462679037574,-122.428301412811,99.71,404.9,46.9,28.31,4.74,32.21,19.58,59.35,2.98,1.03,Medium
2020-12-08 23:15:49,37.79204522248462,-122.43692766157243,86.47,408.1,21.23,20.68,-0.97,43.13,31.24,76.31,7.66,1.73,Medium
2022-08-05 02:57:26,37.75712422086722,-122.4391248815112,94.87,359.24,23.61,33.98,10.8,42.63,35.91,85.0,3.48,2.07,Low
2020-06-25 01:29:02,37.76858430483455,-122.4222016952088,138.17,408.81,28.16,5.44,8.81,25.88,29.92,58.86,2.06,0.35,Medium
2024-06-17 10:47:43,37.784220004288905,-122.4130535458024,145.21,398.28,38.17,30.18,10.2,47.89,25.99,52.97,0.6,2.48,Medium
2024-05-26 12:52:54,37.76936165595016,-122.4357132816611,120.96,408.06,32.32,25.57,10.97,54.89,22.46,83.02,8.0,2.24,Medium
2024-06-28 08:38:30,37.786182030770554,-122.4297971703805,90.1,407.95,16.94,21.01,8.09,46.97,20.76,72.88,9.03,2.24,Medium
2025-06-03 12:15:07,37.761232156004226,-122.43732856445068,119.01,407.07,31.51,25.58,7.28,32.1,20.79,66.71,7.74,2.34,Medium
2024-08-03 05:04:21,37.75796273033735,-122.42256955192936,122.12,406.67,32.89,23.27,10.29,32.59,30.38,53.27,9.32,2.53,Medium
2023-07-15 18:42:46,37.78137110929887,-122.43632787806742,104.83,345.37,48.73,23.23,9.28,29.39,23.11,40.82,3.87,1.24,Medium
2021-05-16 14:46:03,37.777153120290286,-122.43823379255912,143.51,434.5,29.74,15.69,13.55,46.61,19.91,52.47,9.7,0.79,High
2024-02-08 06:55:43,37.791556821781285,-122.41398342572552,124.09,436.61,28.26,35.92,9.05,61.26,34.49,43.05,8.41,1.62,High
2021-12-04 22:05:31,37.77225082264072,-122.42941987681269,118.32,387.43,40.99,17.76,9.01,42.5,29.19,80.57,7.27,2.09,Medium
2023-01-09 18:04:31,37.781743726283445,-122.40718279827816,146.27,433.67,29.31,20.59,6.99,57.82,20.41,86.62,2.22,1.87,High
2024-04-23 01:44:55,37.77162579152652,-122.40910868086898,142.86,427.19,32.67,13.95,11.15,61.55,21.26,47.86,0.73,2.5,Medium
2024-07-23 16:01:11,37.756337207287444,-122.40232334614676,94.96,396.04,34.69,23.47,10.02,34.01,31.95,55.03,5.88,0.02,Medium
2021-11-27 14:07:06,37.76017861278496,-122.41887267664973,93.61,379.7,32.8,13.32,6.59,39.33,24.35,49.27,1.33,0.27,Low
2023-12-22 14:11:36,37.758240996587205,-122.43095496229768,132.67,399.73,27.11,4.54,5.97,51.73,21.23,66.46,8.15,2.28,Medium
2023-04-25 05:35:01,37.77123822325634,-122.41221211132667,83.97,340.74,33.84,16.67,5.16,51.08,30.83,49.29,8.92,2.69,Low
2023-09-07 18:18:37,37.76452126340721,-122.41250464626833,137.82,424.46,41.27,11.17,7.01,37.2,31.43,49.89,1.27,2.98,Medium
2021-07-04 18:41:29,37.768972200256414,-122.40893296495145,115.5,433.26,30.6,31.98,14.34,35.47,31.31,62.54,6.63,0.07,High
2022-08-01 10:54:20,37.78608066805697,-122.43875198410642,137.29,416.59,26.31,24.69,6.81,40.47,31.53,67.68,6.23,2.05,Medium
2023-06-20 05:27:24,37.75563544568607,-122.42083733242382,146.01,422.37,48.93,9.85,4.24,52.66,31.01,46.68,1.66,2.1,Medium
2022-09-16 01:31:25,37.77866567451026,-122.42294501714349,88.85,401.97,31.36,23.46,9.17,60.29,31.46,74.83,5.18,1.9,Medium
2020-02-15 11:36:27,37.76153604097483,-122.43841263371101,105.39,397.62,49.6,21.34,8.79,41.73,35.26,43.29,8.59,2.97,Medium
2025-04-24 00:44:35,37.77947943110047,-122.41615218305115,97.75,394.13,36.73,18.21,9.63,43.37,18.85,72.65,9.08,2.51,Medium
2024-07-14 14:43:16,37.78816073332449,-122.40266409831673,125.49,373.7,32.41,13.02,10.64,52.21,20.36,35.0,7.27,1.07,Low
2022-06-23 07:12:58,37.78784425683193,-122.4034484844105,118.72,388.91,49.34,15.68,3.96,33.68,19.62,80.63,9.78,1.21,Medium
2025-10-16 02:19:45,37.77345256998911,-122.4265989073375,113.35,398.44,33.55,3.95,8.81,55.57,31.89,55.06,7.52,2.0,Medium
2023-12-20 12:19:08,37.78706382678535,-122.42236249166132,149.63,402.95,32.94,29.0,10.19,44.19,33.93,47.79,2.65,1.65,Medium
2021-03-26 22:42:12,37.7765549768363,-122.43595871371868,83.99,351.21,37.35,12.77,3.35,47.58,30.76,80.1,0.9,1.49,Low
2025-04-06 16:41:27,37.79081741173775,-122.40700302318788,120.82,379.95,51.39,15.85,14.49,50.99,29.13,54.72,9.16,0.06,Medium
2020-09-22 21:56:51,37.781926516088284,-122.42356251095215,132.94,376.99,7.93,10.57,8.65,35.21,37.39,55.78,1.09,1.02,Low
2023-03-28 16:02:15,37.75946559877239,-122.40175806959846,141.09,407.7,34.64,13.51,14.66,35.29,26.3,75.18,1.79,0.59,Medium
2021-10-25 06:47:49,37.77095847116357,-122.42587662362534,88.88,343.93,21.59,17.13,5.48,51.76,19.17,65.38,6.15,2.62,Low
2022-08-24 18:35:49,37.77609881364086,-122.41226432457988,121.49,393.25,31.53,21.26,11.06,41.76,30.29,63.8,3.53,1.41,Medium
2020-04-22 10:01:43,37.791531529578165,-122.42500823625818,101.49,423.35,42.15,11.86,5.05,28.81,30.07,79.09,4.96,1.27,Medium
2025-05-25 09:32:09,37.787287001450636,-122.40137868716182,81.54,385.25,45.13,18.6,4.79,32.35,19.09,67.97,9.07,1.15,Medium
2024-10-01 11:58:30,37.787719503379215,-122.406346367562,121.16,438.23,48.7,15.53,11.81,47.13,30.63,78.14,6.19,1.24,High
2025-07-28 18:54:48,37.77776430597932,-122.43200646408212,84.17,435.01,41.65,7.64,8.4,39.07,26.84,43.99,2.25,0.61,High
2022-06-12 14:37:12,37.79299661223987,-122.40405741086519,98.94,405.87,33.6,8.86,11.17,72.51,37.89,46.1,2.95,0.34,Medium
2025-02-09 21:23:48,37.7807228872571,-122.43757659368205,146.22,387.8,44.85,6.9,8.36,48.19,20.85,56.02,5.77,0.23,Medium
2023-09-28 18:55:26,37.78553886299421,-122.42285285284059,125.71,403.28,30.78,20.47,8.16,49.91,37.26,41.31,5.16,0.51,Medium
2023-06-18 14:17:01,37.77840788073151,-122.43490542072203,103.24,391.91,52.36,31.73,11.81,40.38,31.75,87.89,7.44,1.47,Medium
2020-03-11 22:21:22,37.755567032539595,-122.43160906009251,136.73,422.69,46.26,12.63,9.18,22.1,19.36,44.97,9.59,2.67,Medium
2022-08-16 05:12:22,37.777642090224184,-122.43703291712545,124.3,356.75,57.6,18.04,5.0,31.42,32.62,73.54,6.1,2.82,Medium
2021-07-15 00:20:56,37.7628525624375,-122.42679957971266,95.72,374.92,32.8,6.64,8.14,43.93,24.61,75.96,4.42,0.59,Low
2024-01-23 19:36:53,37.771663978916685,-122.41542802851974,115.96,354.0,34.61,25.12,8.37,43.87,19.83,69.41,5.73,1.22,Low
2024-03-01 03:24:44,37.774680845004816,-122.43453218773092,121.17,367.52,47.24,8.18,9.33,57.21,23.91,49.07,3.61,0.49,Medium
2023-08-23 17:33:24,37.77710535147013,-122.41588033482144,109.85,381.87,37.4,8.09,8.28,37.81,34.24,35.76,6.67,2.01,Medium
2020-10-04 16:15:14,37.76105134822053,-122.40395314823776,112.1,360.92,57.84,26.03,9.44,46.99,37.94,74.61,3.23,2.64,Medium
2025-09-21 10:34:36,37.760425011725616,-122.40503552969412,115.0,371.68,44.11,26.33,10.36,36.93,22.19,88.71,6.63,2.8,Medium
2025-10-19 04:54:30,37.782566226074664,-122.40077444098932,107.55,357.68,39.58,13.43,9.59,61.22,22.14,62.75,3.47,1.28,Low
2025-04-05 18:21:58,37.75517258791601,-122.4184637125973,144.51,411.62,40.35,14.98,11.15,39.5,31.15,70.29,0.74,2.36,Medium
2025-08-19 07:17:27,37.778898714330445,-122.41997412538663,118.21,410.22,26.59,27.06,6.71,53.83,19.08,71.81,2.7,0.73,Medium
2025-02-28 02:10:37,37.75510558510342,-122.42158361915577,85.9,372.65,44.07,27.58,5.89,37.4,30.94,69.37,6.56,0.92,Medium
2022-01-27 15:37:06,37.770235885642336,-122.43266885645969,138.55,404.45,18.86,21.69,8.27,63.07,30.09,60.35,8.37,2.49,Medium
2023-03-20 13:47:30,37.760579770374086,-122.42723032544691,89.75,361.19,45.77,15.89,7.37,54.1,22.66,73.24,6.48,2.59,Medium
2021-08-08 19:48:12,37.79393115274196,-122.42463455224762,105.0,390.58,38.37,2.94,11.04,43.42,28.11,62.93,1.81,2.95,Medium
2025-02-17 04:13:24,37.77871465480628,-122.42279417384029,109.55,384.45,41.99,23.97,11.21,33.0,23.13,76.37,5.37,0.96,Medium
2025-01-07 04:04:19,37.7549657502845,-122.42434340149917,119.95,342.1,48.57,19.47,8.39,35.55,28.26,50.48,8.31,2.26,Medium
2022-01-18 06:00:32,37.78312250846599,-122.4270918874644,96.95,403.19,32.32,12.2,10.33,47.83,20.16,47.8,7.63,0.82,Medium
2020-08-18 21:12:48,37.772667336275134,-122.4123765290573,115.62,404.22,38.33,19.82,8.97,44.89,33.09,48.67,5.61,2.98,Medium
2023-02-11 20:25:13,37.78925045719355,-122.42636474629536,146.78,402.89,21.6,17.65,4.14,36.01,37.55,79.43,7.51,1.61,Medium
2020-02-23 16:37:13,37.78186070139536,-122.4056274054339,144.11,349.93,23.19,27.93,7.72,32.09,32.76,42.65,4.68,1.45,Low
2021-12-01 03:09:42,37.75547524943937,-122.40728074794764,148.66,402.18,64.87,17.29,12.74,61.42,21.89,59.6,8.38,1.96,High
2020-04-01 21:46:52,37.7709599044226,-122.40767485848147,95.44,418.84,26.85,13.41,10.39,49.51,20.32,73.83,5.29,2.49,Medium
2025-07-16 13:28:25,37.785618799122474,-122.4142573439741,124.33,438.83,5.22,25.75,9.63,49.71,34.41,65.9,6.88,2.78,High
2021-07-26 01:29:35,37.776977454442424,-122.42972647218338,109.82,405.46,35.87,21.72,10.16,46.07,29.73,63.93,7.71,2.14,Medium
2025-11-18 01:35:49,37.790247358707525,-122.42568281348963,127.87,390.86,33.18,8.83,9.77,37.76,20.94,51.39,1.35,2.73,Medium
2021-09-28 23:08:03,37.79194238239273,-122.43293221786904,147.61,395.12,42.95,13.54,11.01,46.22,29.08,64.4,2.36,0.5,Medium
2024-02-17 08:13:48,37.759496253734476,-122.43924651417969,115.14,441.79,56.12,18.84,6.96,29.93,35.45,39.79,5.13,2.07,High
2025-12-17 17:31:52,37.76251347900381,-122.402711176327,118.75,399.89,27.77,6.0,11.37,35.64,33.93,80.81,9.86,2.37,Medium
2025-07-14 13:35:15,37.75654272691162,-122.4096069969788,111.22,433.59,13.25,38.07,5.97,66.02,22.38,41.21,6.17,1.45,High
2020-04-03 19:03:25,37.79318539330159,-122.42231579818558,113.26,393.59,35.72,27.6,4.96,53.48,26.93,41.79,2.46,0.0,Medium
2021-10-09 22:14:12,37.781432428380164,-122.40583601204801,118.55,411.85,26.35,32.15,9.98,26.4,30.97,38.76,9.03,0.36,Medium
2023-04-27 21:29:52,37.7706454208111,-122.42046257362499,139.82,421.61,45.24,17.04,8.29,43.56,34.95,45.0,4.59,0.5,Medium
2024-05-09 14:02:28,37.76635894950979,-122.41867691339209,132.36,412.69,45.03,21.07,8.72,34.13,31.92,45.61,1.38,1.6,Medium
2021-10-17 16:02:30,37.77619883631536,-122.4168233364888,122.04,377.6,30.23,11.18,9.04,45.87,32.55,85.74,7.74,1.78,Low
2024-03-11 11:08:01,37.776046264159575,-122.42602229891527,116.35,413.83,28.42,35.39,5.68,28.11,29.16,54.09,9.36,2.77,Medium
2020-01-26 05:37:53,37.78939958487594,-122.42676011435499,139.65,388.22,27.83,21.35,11.54,33.01,24.75,44.88,3.17,1.37,Medium
2020-11-18 23:27:56,37.773172712182244,-122.40557330603605,88.0,417.94,28.57,21.32,7.87,59.48,26.05,58.37,4.14,2.16,Medium
2020-05-02 17:46:32,37.77063045940397,-122.41473149169413,140.26,395.81,50.48,9.68,11.64,29.52,35.7,47.72,4.34,2.98,Medium
2021-10-26 03:32:46,37.76628401529219,-122.41871162289226,139.37,371.44,47.09,14.81,5.53,35.5,21.44,65.1,2.06,0.19,Medium
2022-03-26 07:58:57,37.77548968775027,-122.4354168114584,81.12,395.03,33.75,23.15,5.79,46.81,31.66,86.29,5.97,0.38,Medium
2025-12-09 14:36:12,37.7808473181343,-122.40343004326843,123.65,390.1,25.79,26.11,11.38,35.86,33.13,61.08,2.65,1.85,Medium
2024-07-21 15:44:44,37.772613174815376,-122.40550922360148,94.42,385.6,33.36,23.13,6.24,54.94,18.18,56.02,3.37,0.11,Medium
2020-12-05 21:51:53,37.77974745288777,-122.43457013456413,148.39,394.2,19.09,30.93,7.84,43.41,30.57,46.83,6.46,2.77,Medium
2022-10-11 14:37:14,37.75745178225014,-122.4239110743516,99.79,377.68,51.21,27.09,7.81,47.43,34.04,58.9,8.76,0.54,Medium
2022-09-23 01:40:13,37.77065020566262,-122.41507154492933,111.12,378.98,44.0,18.84,7.04,32.29,25.1,57.0,1.05,1.75,Medium
2021-06-07 16:37:22,37.77167338721677,-122.41135609650543,108.75,397.54,32.08,20.02,11.21,57.72,18.77,55.25,9.8,1.26,Medium
2021-07-24 16:59:25,37.778182805244974,-122.40748781274635,140.51,362.03,3.43,23.11,7.72,39.85,35.26,61.43,1.15,1.65,Low
2023-12-26 22:53:52,37.75738820366103,-122.40649188313131,101.8,406.09,35.86,-0.4,9.33,54.96,30.3,44.66,5.38,2.15,Medium
2022-12-07 11:52:03,37.76993409860728,-122.40657821409016,80.5,350.5,28.98,19.43,6.07,37.28,32.11,63.69,1.68,2.88,Low
2025-05-21 16:08:16,37.78587942412479,-122.43402266290522,112.74,368.06,19.29,35.48,7.52,54.37,28.71,61.23,4.2,2.66,Low
2020-07-26 20:27:15,37.79338233995766,-122.41904163838312,111.7,406.09,21.92,12.12,5.09,46.11,19.65,43.5,4.68,1.53,Medium
2023-04-12 12:33:20,37.77378905703025,-122.41088470522621,107.5,384.34,25.39,9.88,9.57,57.31,36.75,72.38,5.92,1.83,Medium
2022-04-09 16:26:46,37.77626558784543,-122.41186646353813,132.41,410.46,31.08,19.39,7.56,41.9,19.81,71.74,1.77,2.56,Medium
2022-03-23 16:00:14,37.756057772669735,-122.4298141686017,82.27,384.97,37.13,3.2,6.2,55.98,32.11,45.31,7.63,0.71,Medium
2022-11-07 21:17:47,37.793578740584735,-122.41655203264148,140.44,405.24,21.9,21.87,11.11,36.64,19.85,60.18,4.25,2.6,Medium
2025-08-19 02:17:04,37.77545821786763,-122.41179507529272,138.62,435.61,43.65,17.38,6.99,41.5,23.34,41.57,2.69,0.32,High
2020-01-07 11:41:04,37.78334640350111,-122.43912813805655,133.47,438.06,35.92,37.69,9.06,40.53,18.05,81.75,4.12,1.49,High
2021-06-18 05:44:57,37.76603070643275,-122.4235832691903,128.1,433.74,31.01,30.14,9.18,43.29,31.54,41.55,1.15,1.45,High
2020-07-13 23:01:03,37.75848264097265,-122.41078543539084,98.98,419.98,46.23,20.04,7.27,42.76,26.89,51.68,7.31,1.08,Medium
2023-09-08 12:03:45,37.78869456341642,-122.42501297755108,128.11,425.53,30.24,18.65,2.84,35.84,31.87,77.14,3.39,2.43,Medium
2022-12-26 11:23:04,37.78261680916899,-122.3999052611075,95.76,427.1,54.25,23.38,12.67,43.0,24.68,66.86,8.95,1.71,Medium
2021-04-02 02:07:30,37.76421434227505,-122.41971993082271,101.72,355.82,35.21,9.25,4.54,36.55,27.28,42.33,9.31,2.6,Low
2024-07-27 13:05:37,37.78721829312436,-122.40868941529142,87.98,425.88,40.35,34.87,10.95,62.18,18.69,70.14,1.27,1.31,Medium
2021-10-27 15:43:17,37.76371309573751,-122.43527133404484,120.95,337.69,72.11,8.28,4.36,53.7,36.21,58.96,1.73,2.23,High
2024-11-26 12:26:25,37.7651991686597,-122.43397354131358,98.2,414.4,33.21,28.98,9.11,38.77,32.72,50.13,6.57,1.02,Medium
2023-03-24 19:10:32,37.79482799630663,-122.4364015982612,95.61,408.46,14.13,11.58,10.26,48.59,28.28,64.66,2.92,2.3,Medium
2022-06-20 02:50:01,37.787955612464025,-122.4113400359414,112.15,397.39,27.38,26.21,7.83,31.1,28.51,38.63,9.74,1.08,Medium
2021-05-14 20:44:25,37.783512892421165,-122.42867427081552,102.1,426.02,39.2,13.25,8.31,40.17,35.39,84.0,4.77,1.38,Medium
2024-02-22 05:25:57,37.77781042131821,-122.43391091413532,145.64,381.64,10.76,10.44,11.71,52.2,18.5,74.64,5.38,1.82,Medium
2021-09-16 08:14:29,37.7851658619741,-122.41610259692446,93.06,366.25,29.1,16.12,8.37,38.74,34.81,35.96,0.97,1.72,Low
2025-05-01 08:56:26,37.76586851556497,-122.43833566535689,131.47,429.71,57.19,26.74,11.49,39.2,20.52,42.14,6.92,2.58,Medium
2020-07-10 09:51:24,37.75912601381796,-122.40688596113853,120.51,371.09,50.54,24.35,10.54,50.14,19.12,76.11,8.58,0.86,Medium
2020-01-17 00:52:51,37.79305747010106,-122.43100327817007,135.22,382.49,43.18,16.02,8.4,41.59,36.42,88.68,2.61,0.62,Medium
2022-01-19 21:14:15,37.77785716544492,-122.42536889507959,138.29,399.71,45.58,19.89,7.52,57.52,23.18,83.33,2.37,2.84,Medium
2021-09-07 03:19:49,37.78225900519661,-122.43179088276719,116.46,380.64,34.33,15.76,11.08,50.34,28.27,40.9,4.52,1.36,Medium
2024-04-05 20:35:35,37.7583713181626,-122.42992602117613,91.55,467.31,31.16,12.83,5.85,38.12,19.09,35.97,1.48,0.52,High
2020-12-19 08:30:13,37.76856995369304,-122.43206305426008,80.48,448.61,30.85,16.23,6.95,41.66,22.47,82.14,8.26,1.35,High
2024-07-14 22:11:34,37.77783727301423,-122.43546620313639,111.45,414.37,42.65,9.29,11.19,44.27,23.43,35.2,2.04,1.05,Medium
2025-08-10 14:28:03,37.779970133941696,-122.43355613737835,137.61,417.48,20.4,33.03,3.18,42.56,34.39,89.96,2.51,0.8,Medium
2025-01-28 19:36:07,37.77501502080263,-122.40759558869892,89.5,410.86,28.92,13.21,7.15,40.01,34.32,55.81,1.34,1.03,Medium
2025-03-14 03:24:50,37.761561540539894,-122.39995292810865,137.46,391.53,32.93,25.8,8.41,57.28,26.92,73.97,7.45,0.52,Medium
2020-02-05 06:05:53,37.77629197865125,-122.39955102027821,113.22,399.71,31.67,30.33,9.27,58.1,35.73,57.6,6.24,1.89,Medium
2021-02-21 03:39:51,37.75556686202399,-122.40445862943018,96.55,417.16,24.93,20.54,1.94,59.42,20.88,35.47,0.69,1.76,Medium
2025-03-18 09:28:38,37.784756793200394,-122.4335793079845,141.46,387.19,21.14,16.64,5.6,25.2,19.39,66.8,6.18,2.22,Medium
2023-01-11 22:32:42,37.78294576879867,-122.43717088057195,143.82,401.74,57.82,11.48,7.49,52.06,36.09,35.04,6.14,2.16,Medium
2023-10-17 22:28:57,37.79149368599407,-122.42598372746014,146.66,390.0,61.59,24.45,4.78,46.25,25.52,40.45,6.42,1.34,High
2024-07-27 08:14:51,37.771153289238555,-122.40233658467126,129.73,413.97,3.53,10.12,10.87,35.76,37.32,44.61,6.66,0.74,Medium
2025-04-05 00:26:27,37.77947997841021,-122.40370123624191,85.5,405.07,20.91,13.69,10.69,56.3,22.24,48.14,3.17,1.23,Medium
2021-09-11 15:09:48,37.79352439325524,-122.42573718451874,103.7,392.65,38.25,23.47,6.47,40.16,30.45,51.99,4.0,2.31,Medium
2020-01-21 09:58:05,37.775709278420166,-122.4379154672015,85.65,403.09,49.52,28.82,4.57,38.62,34.27,46.94,5.65,2.9,Medium
2024-09-21 10:04:34,37.777597728320934,-122.42431969152165,147.55,383.02,16.61,20.22,9.07,27.98,32.03,35.79,0.97,1.8,Medium
2021-05-20 12:20:28,37.78344825034707,-122.40667417675489,126.71,400.46,39.06,16.18,6.06,34.37,34.38,64.51,8.67,0.64,Medium
2020-09-19 02:11:29,37.75781593807487,-122.41432668382339,97.72,412.97,40.95,20.01,9.24,61.04,20.65,65.08,5.69,0.27,Medium
2023-10-07 13:31:23,37.75806304083907,-122.42149988441201,87.13,392.87,35.37,18.97,6.23,47.88,23.48,52.6,7.75,2.41,Medium
2021-07-04 04:59:54,37.772001674214394,-122.43296558826059,129.02,389.89,38.19,30.89,8.08,45.23,37.01,64.46,4.24,2.54,Medium
2024-02-23 13:32:38,37.7770675060402,-122.4158839070042,145.42,418.44,39.78,21.72,8.62,53.01,28.56,65.66,9.79,2.32,Medium
2022-11-16 16:15:06,37.76782580869118,-122.41763565504242,118.62,381.23,10.47,19.21,9.13,36.4,27.16,76.77,2.46,2.13,Medium
2024-06-03 19:05:38,37.76844931823098,-122.41685051594219,94.35,379.73,30.74,23.32,6.98,53.67,32.45,52.56,9.11,0.38,Low
2020-08-04 15:23:44,37.77823104788557,-122.41000962844602,102.51,399.66,45.38,15.67,7.84,47.15,22.04,41.05,4.14,2.51,Medium
2020-07-04 22:18:11,37.778425042618714,-122.41272137186051,94.05,443.69,32.6,21.99,10.93,29.87,30.77,73.47,1.56,2.55,High
2022-11-28 23:01:58,37.78451513187764,-122.43467975893522,132.96,412.98,23.27,24.37,5.62,65.2,22.06,76.01,9.96,2.0,Medium
2024-12-20 11:31:49,37.784096940771434,-122.40385013932745,84.32,401.5,18.06,18.09,13.79,53.59,24.05,60.3,3.15,1.11,Medium
2021-06-22 13:02:11,37.76173254825225,-122.43149238787542,102.32,366.5,40.19,14.55,10.9,54.94,33.65,86.56,7.07,0.47,Medium
2020-02-12 11:56:42,37.75780089267818,-122.4112687978383,108.18,434.35,37.73,25.09,5.53,32.81,26.05,37.82,5.22,0.37,High
2023-11-04 04:32:48,37.76561771000428,-122.41859221569104,119.6,370.68,14.18,16.28,11.58,45.49,27.87,35.22,5.26,1.15,Low
2021-04-19 15:59:10,37.7716792594036,-122.42377225851595,126.61,344.4,26.99,14.56,8.01,62.66,26.3,44.31,2.28,0.03,Low
2025-12-25 18:38:54,37.76638659060522,-122.42629011096415,88.09,389.22,33.75,21.95,9.76,64.38,21.81,60.41,9.08,0.15,Medium
2025-11-27 07:43:28,37.79253519625366,-122.41256540451992,126.51,333.54,49.82,18.61,12.2,60.97,34.99,64.77,8.14,1.53,Medium
2020-11-20 00:39:31,37.78960892611221,-122.42211535052792,147.66,371.64,33.18,24.18,7.62,53.01,35.63,54.26,1.29,2.17,Low
2025-06-11 15:07:38,37.774310669693705,-122.40828362373006,106.77,390.2,10.13,12.38,9.32,22.55,34.18,54.9,5.48,2.01,Medium
2024-09-01 16:28:12,37.77798746704894,-122.41349119782318,82.05,404.81,63.71,3.21,10.05,43.85,27.33,37.9,0.86,2.15,High
2025-04-07 20:25:13,37.7846900292652,-122.43267053683566,93.3,414.17,13.45,17.36,10.2,32.26,31.02,80.35,4.47,0.22,Medium
2025-11-24 00:57:28,37.794873451199344,-122.43238663034492,80.71,410.38,28.66,4.51,2.11,34.85,34.97,84.83,5.65,1.89,Medium
